onet,onet_title,noc 2021,noc_title,noc 2016,noc 2016 title,Noc 2006,noc_title_2006
29-1214.00,Emergency Medicine Physicians,31102,General practitioners and family physicians,3112,General practitioners and family physicians,D012,General practitioners and family physicians
29-1216.00,General Internal Medicine Physicians,31100,Specialists in clinical and laboratory medicine,3111,Specialist physicians,D011,Specialist physicians
29-1222.00,"Physicians, Pathologists",31100,Specialists in clinical and laboratory medicine,3111,Specialist physicians,D011,Specialist physicians
29-1229.00,"Physicians, All Other",31102,General practitioners and family physicians,3112,General practitioners and family physicians,D012,General practitioners and family physicians
29-1229.01,Allergists and Immunologists,31102,General practitioners and family physicians,3112,General practitioners and family physicians,D012,General practitioners and family physicians
29-1229.02,Hospitalists,31100,Specialists in clinical and laboratory medicine,3111,Specialist physicians,D011,Specialist physicians
29-1229.04,Physical Medicine and Rehabilitation Physicians,31102,General practitioners and family physicians,3112,General practitioners and family physicians,D012,General practitioners and family physicians
29-1229.05,Preventive Medicine Physicians,31102,General practitioners and family physicians,3112,General practitioners and family physicians,D012,General practitioners and family physicians
29-1229.06,Sports Medicine Physicians,31100,Specialists in clinical and laboratory medicine,3111,Specialist physicians,D011,Specialist physicians
29-1241.00,"Ophthalmologists, Except Pediatric",31100,Specialists in clinical and laboratory medicine,3111,Specialist physicians,D011,Specialist physicians
29-1242.00,"Orthopedic Surgeons, Except Pediatric",31101,Specialists in surgery,3111,Specialist physicians,D011,Specialist physicians
29-1243.00,Pediatric Surgeons,31101,Specialists in surgery,3111,Specialist physicians,D011,Specialist physicians
29-1249.00,"Surgeons, All Other",31101,Specialists in surgery,3111,Specialist physicians,D011,Specialist physicians
29-2011.00,Medical and Clinical Laboratory Technologists,32120,Medical laboratory technologists,3211,Medical laboratory technologists,D211,Medical laboratory technologists and pathologists' assistants
29-2033.00,Nuclear Medicine Technologists,32120,Medical laboratory technologists,3211,Medical laboratory technologists,D211,Medical laboratory technologists and pathologists' assistants
29-2035.00,Magnetic Resonance Imaging Technologists,32120,Medical laboratory technologists,3211,Medical laboratory technologists,D211,Medical laboratory technologists and pathologists' assistants
29-2036.00,Medical Dosimetrists,32120,Medical laboratory technologists,3211,Medical laboratory technologists,D211,Medical laboratory technologists and pathologists' assistants
29-2051.00,Dietetic Technicians,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
29-2052.00,Pharmacy Technicians,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
29-2053.00,Psychiatric Technicians,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
29-2055.00,Surgical Technologists,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
29-2057.00,Ophthalmic Medical Technicians,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
29-2099.00,"Health Technologists and Technicians, All Other",31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
29-2099.01,Neurodiagnostic Technologists,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
29-2099.05,Ophthalmic Medical Technologists,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
29-9093.00,Surgical Assistants,31101,Specialists in surgery,3111,Specialist physicians,D011,Specialist physicians
31-1121.00,Home Health Aides,33102,"Nurse aides, orderlies and patient service associates",3413,"Nurse aides, orderlies and patient service associates",D312,"Nurse aides, orderlies and patient service associates"
31-2011.00,Occupational Therapy Assistants,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
31-9099.02,Endoscopy Technicians,31209,Other professional occupations in health diagnosing and treating,3125,Other professional occupations in health diagnosing and treating,D023,Other professional occupations in health diagnosing and treating
33-1011.00,First-Line Supervisors of Correctional Officers,40030,"Managers in social, community and correctional services",423,"Managers in social, community and correctional services",A324,"Managers in social, community and correctional services"
33-1091.00,First-Line Supervisors of Security Workers,64410,Security guards and related security service occupations,6541,Security guards and related security service occupations,G625,Other protective service occupations
33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",64410,Security guards and related security service occupations,6541,Security guards and related security service occupations,G625,Other protective service occupations
33-2021.00,Fire Inspectors and Investigators,42101,Firefighters,4312,Firefighters,G612,Firefighters
33-2022.00,Forest Fire Inspectors and Prevention Specialists,42101,Firefighters,4312,Firefighters,G612,Firefighters
33-3021.00,Detectives and Criminal Investigators,41310,Police investigators and other investigative occupations,431,Commissioned police officers,A351,Commissioned police officers
33-3021.02,Police Identification and Records Officers,41310,Police investigators and other investigative occupations,431,Commissioned police officers,A351,Commissioned police officers
33-3021.06,Intelligence Analysts,41310,Police investigators and other investigative occupations,431,Commissioned police officers,A351,Commissioned police officers
33-3052.00,Transit and Railroad Police,42100,Police officers (except commissioned),4311,Police officers (except commissioned),G611,Police officers (except commissioned)
33-9021.00,Private Detectives and Investigators,41310,Police investigators and other investigative occupations,431,Commissioned police officers,A351,Commissioned police officers
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,41310,Police investigators and other investigative occupations,431,Commissioned police officers,A351,Commissioned police officers
